"","weeks","immuno","severe_inf_ve","severe_vacc_ve","severe_hybrid_ve","nonsevere_inf_ve","nonsevere_vacc_ve","nonsevere_hybrid_ve"
"177",85,0,0.834721137733814,0.317173453568635,0.948443456846819,0.236902105280247,0.126638585689847,0.399743452596739
"178",85,1,0.684721137733814,0.167173453568635,0.73568166167996,0.0869021052802467,0,0.249743452596739
"179",86,0,0.833859951866363,0.311808171816323,0.94821787849679,0.231744466430041,0.123678001590161,0.39640998537115
"180",86,1,0.683859951866364,0.161808171816323,0.733541238680911,0.0817444664300408,0,0.24640998537115
"181",87,0,0.833004312520355,0.306463489855445,0.947993938127407,0.226612198337827,0.120741782156309,0.393096864289293
"182",87,1,0.683004312520356,0.156463489855445,0.731402453662505,0.0766121983378267,0,0.243096864289293
"183",88,0,0.832154120829059,0.301139093159822,0.947771605220388,0.221504886710932,0.117829450242257,0.38980373341985
"184",88,1,0.682154120829058,0.151139093159822,0.729265276106464,0.0715048867109325,0,0.23980373341985
"185",89,0,0.831309280788117,0.295834675518875,0.947550850165218,0.216422128642138,0.114940543341122,0.38653024702048
"186",89,1,0.681309280788116,0.145834675518875,0.727129676402272,0.066422128642138,0,0.23653024702048
"187",9,0,0.939058788718451,0.848035438797518,0.977701436004206,0.790613479273088,0.543925500068227,0.792702673014291
"188",9,1,0.789058788718451,0.698035438797518,0.910467834163009,0.640613479273088,0.393925500068227,0.642702673014291
"189",90,0,0.830469699141538,0.290549938726969,0.947331644222277,0.211363532172658,0.112074612977221,0.383276069135257
"190",90,1,0.680469699141538,0.140549938726969,0.724995625810309,0.061363532172658,0,0.233276069135257
"191",91,0,0.829635285273447,0.285284592287675,0.947113959487869,0.206328715876552,0.109231224129803,0.380040873212296
"192",91,1,0.679635285273446,0.135284592287675,0.722863096426879,0.056328715876552,0,0.230040873212296
"193",92,0,0.828805951105225,0.28003835313209,0.946897768861019,0.201317308465298,0.10640995468651,0.376824341740348
"194",92,1,0.678805951105226,0.13003835313209,0.720732061151007,0.051317308465298,0,0.226824341740348
"195",93,0,0.82798161099775,0.274810945350389,0.946683046011932,0.196328948411338,0.103610394924706,0.373626165903223
"196",93,1,0.67798161099775,0.124810945350389,0.718602493652899,0.0463289484113378,0,0.223626165903223
"197",94,0,0.827162181658387,0.269602099935852,0.946469765352024,0.19136328358949,0.10083214701899,0.37044604525099
"198",94,1,0.677162181658387,0.119602099935852,0.716474368343969,0.04136328358949,0,0.22044604525099
"199",95,0,0.826347582052491,0.26441155454068,0.94625790200541,0.186419970935205,0.0980748245732871,0.367283687386961
"200",95,1,0.676347582052492,0.11441155454068,0.714347660348333,0.036419970935205,0,0.217283687386961
"201",96,0,0.825537733319138,0.259239053242907,0.946047431781788,0.181498676118701,0.0953380521760674,0.36413880766956
"202",96,1,0.675537733319137,0.109239053242907,0.712222345475689,0.0314986761187007,0,0.21413880766956
"203",97,0,0.824732558690837,0.254084346323821,0.945838331150624,0.17659907323408,0.0926214649773034,0.361011128928197
"204",97,1,0.674732558690837,0.104084346323821,0.710098400195503,0.02659907323408,0,0.211011128928197
"205",98,0,0.82393198341701,0.248947190055302,0.945630577216557,0.171720844502604,0.0899247082859012,0.357900381192382
"206",98,1,0.67393198341701,0.0989471900553025,0.707975801612414,0.0217208445026037,0,0.207900381192382
"207",99,0,0.823135934691019,0.243827346496549,0.945424147695968,0.166863679989325,0.0872474371864133,0.354806301433305
"208",99,1,0.67313593469102,0.0938273464965493,0.705854527442803,0.016863679989325,0,0.204806301433305
